id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
221,прити,V-,пріті,1045,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
222,вита,Nb,віта,1,chrabr,,,,,,,,,1
223,шесть на десѧте,Ma,шесть на десѧте,4,chrabr,,,,psal-sin_sentence_removed,,,vit-meth_4_removed,,145
224,тъкъмо,Df,тъкъмо,26,chrabr,,,,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,481
225,обрѣсти,V-,обрѣсті,304,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
226,кадьмъ,Ne,кадьмъ,1,chrabr,,,,,,,,,1
227,милисии,Ne,мілісіі,1,chrabr,,,,,,,,,1
228,девѧть на десѧте,Ma,девѧть на десѧте,4,chrabr,,,,psal-sin_sentence_removed,,,,,17
229,симонидъ,Ne,сімонідъ,1,chrabr,,,,,,,,,1
230,дъва,Ma,дъва,285,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,511
231,епихарии,Ne,епіхаріі,1,chrabr,,,,,,,,,1
232,съказатель,Nb,съказатель,2,chrabr,,,,,supr_y_fixed,,,,33
233,събьрати,V-,събьраті,144,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
234,дионисъ,Ne,діонісъ,2,chrabr,,,,,supr_y_fixed,,,,33
235,граматикъ,Nb,граматікъ,1,chrabr,,,,,,,,,1
236,чисменитъ,A-,чісменітъ,1,chrabr,,,,,,,,,1
237,ѥдъва,Df,едъва,15,chrabr,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,361
238,минѫти,V-,мінѫті,36,chrabr,,,marianus,,supr_y_fixed,,,zogr_complete,297
239,божии,A-,божіі,574,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
240,повелѣниѥ,Nb,повелѣніе,55,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,377
241,седмь десѧтъ,Ma,седмь десѧтъ,18,chrabr,,,,psal-sin_sentence_removed,,vit-const,vit-meth_4_removed,zogr_complete,465
242,прѣложити,V-,прѣложіті,26,chrabr,,,,,supr_y_fixed,vit-const,vit-meth_4_removed,,225
243,ѥдинъ,Ma,едінъ,654,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
244,седмь,Ma,седмь,77,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,377
245,оустроити,V-,оустроіті,31,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
246,прѣложениѥ,Nb,прѣложеніе,3,chrabr,,,,,supr_y_fixed,,,,33
247,чьстьнъ,A-,чьстьнъ,82,chrabr,,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,509
248,аще,G-,аште,946,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
249,ли,Df,лі,150,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
250,къто,Px,къто,166,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
251,понѥже,G-,понеже,79,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
252,постраꙗти,V-,постраѣті,2,chrabr,,,,,,,,,1
253,ѥще,Df,еште,126,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,379
254,отъвѣтъ,Nb,отъвѣтъ,37,chrabr,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,361
255,такожде,Df,такожде,108,chrabr,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,,zogr_complete,367
256,мъногашьдꙑ,Df,мъногашьдъі,20,chrabr,,,,,supr_y_fixed,,,,33
257,акилла,Ne,акілла,2,chrabr,,,,,,vit-const,,,65
258,симмахъ,Ne,сіммахъ,1,chrabr,,,,,,,,,1
259,инъ,Px,інъ,343,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
260,оудобъ,A-,оудобъ,16,chrabr,,,marianus,,supr_y_fixed,,,zogr_complete,297
261,потворити,V-,потворіті,1,chrabr,,,,,,,,,1
262,неже,Df,неже,41,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,313
263,въпросити,V-,въпросіті,103,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
264,кънигъчии,Nb,кънігъчіі,7,chrabr,,,marianus,,supr_y_fixed,,,,41
265,къто,Pi,къто,292,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
266,вꙑ,Pp,въі,1332,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
267,кꙑи,Pi,къіі,167,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
268,врѣмѧ,Nb,врѣмѧ,211,chrabr,,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,509
269,рѣдъкъ,A-,рѣдъкъ,2,chrabr,,,,,supr_y_fixed,,,,33
270,боукарь,Nb,боукарь,1,chrabr,,,,,,,,,1
271,отъвѣщати,V-,отъвѣштаті,500,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
272,меѳодии,Ne,меѳодіі,16,chrabr,,,,,,vit-const,vit-meth_4_removed,,193
273,братръ,Nb,братръ,169,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
274,михаилъ,Ne,міхаілъ,10,chrabr,,,,,supr_y_fixed,vit-const,vit-meth_4_removed,,225
275,цѣсарь,Nb,цѣсарь,413,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
276,борисъ,Ne,борісъ,1,chrabr,,,,,,,,,1
277,кънѧѕь,Nb,кънѧзь,155,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,505
278,блъгарьскъ,A-,блъгарьскъ,1,chrabr,,,,,,,,,1
279,растиславъ,Ne,растіславъ,7,chrabr,,,,,,vit-const,vit-meth_4_removed,,193
280,моравьскъ,A-,моравьскъ,7,chrabr,,,,,,vit-const,vit-meth_4_removed,,193
281,коцьлъ,Ne,коцьлъ,7,chrabr,,,,,,vit-const,vit-meth_4_removed,,193
282,блатьньскъ,A-,блатьньскъ,1,chrabr,,,,,,,,,1
283,съзьданиѥ,Nb,съзьданіе,8,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,377
284,миръ#2,Nb,міръ#2,183,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
285,шесть тꙑсѧщь,Ma,шесть тъісѧшть,1,chrabr,,,,,,,,,1
286,три съта,Ma,трі съта,6,chrabr,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,,233
287,шесть десѧтъ,Ma,шесть десѧтъ,16,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,313
288,инъде,Df,інъде,3,chrabr,,,,,supr_y_fixed,,,,33
289,нꙑнѣ,Df,нъінѣ,283,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
290,братриꙗ,Nb,братріѣ,129,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,377
291,слава,Nb,слава,319,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,511
292,чьсть,Nb,чьсть,97,chrabr,,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,,253
293,дрьжава,Nb,дрьжава,41,chrabr,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,377
294,покланꙗниѥ,Nb,покланѣніе,7,chrabr,,,,,supr_y_fixed,,,,33
295,присно,Df,прісно,90,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,191
296,бесконьчьнъ,A-,бесконьчьнъ,3,chrabr,,,,,supr_y_fixed,,,,33
297,вѣкъ,Nb,вѣкъ,410,chrabr,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,507
298,аминъ,I-,амінъ,213,chrabr,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,489
299,молитва,Nb,молітва,247,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
300,ѥгда,Dq,егда,522,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
301,хотѣти,V-,хотѣті,568,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
302,виноградъ,Nb,віноградъ,54,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
303,садити,V-,садіті,4,,euch,,marianus,,supr_y_fixed,,,,42
304,тꙑ,Pp,тъі,1932,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
305,христ(ос)ъ,Ne,хрістосъ,441,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
306,отьць,Nb,отьць,715,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
307,твои,Ps,твоі,1665,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
308,дѣлатель,Nb,дѣлатель,58,,euch,,marianus,,supr_y_fixed,,,zogr_complete,298
309,апостолъ,Nb,апостолъ,82,,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,494
310,лозиѥ,Nb,лозіе,2,,euch,,,psal-sin_sentence_removed,,,,,18
311,нарещи,V-,нарешті,117,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
312,издраиль,Ne,іздраіль,60,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
313,егѵпьтъ,Ne,егупьтъ,25,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,178
314,прѣнести,V-,прѣнесті,3,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,,,50
315,изгънати,V-,ізгънаті,81,,euch,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,490
316,насадити,V-,насадіті,17,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
317,призьрѣти,V-,прізьрѣті,34,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,446
318,оукоренити,V-,оукореніті,1,,euch,,,,,,,,2
319,оуглѫбити,V-,оуглѫбіті,4,,euch,,marianus,psal-sin_sentence_removed,,,,zogr_complete,282
320,милость,Nb,мілость,195,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
321,оградити,V-,оградіті,7,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
322,острогъ,Nb,острогъ,3,,euch,,marianus,,,,,zogr_complete,266
323,въходъ,Nb,въходъ,10,,euch,,,,supr_y_fixed,,,,34
324,исходъ,Nb,ісходъ,14,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
325,избавити,V-,ізбавіті,137,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,382
326,снѣгъ,Nb,снѣгъ,14,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
327,мразъ,Nb,мразъ,7,,euch,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,114
328,градъ#2,Nb,градъ#2,4,,euch,,,psal-sin_sentence_removed,,,,,18
329,носити,V-,носіті,90,,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,,zogr_complete,366
330,боурꙗ,Nb,боурѣ,18,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
331,възглашениѥ,Nb,възглашеніе,4,,euch,,,,,,,,2
332,ꙗко#2,Df,ѣко#2,416,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
333,милостивъ,A-,мілостівъ,30,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
334,гроздъ,Nb,гроздъ,4,,euch,,marianus,,,,,zogr_complete,266
335,вино,Nb,віно,62,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,442
336,иманиѥ,Nb,іманіе,2,,euch,,,,supr_y_fixed,,,,34
337,съпасъ,Nb,съпасъ,58,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
338,нашь,Ps,нашь,535,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
339,изволити,V-,ізволіті,37,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,382
340,ѥдиночѧдъ,A-,едіночѧдъ,2,,euch,,,,,,,,2
341,сꙑнъ#1,Nb,съінъ#1,650,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
342,господь,Nb,господь,1544,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
343,исоусъ,Ne,ісоусъ,1094,,euch,kiev-mis,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,430
344,плодъ,Nb,плодъ,138,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
345,бесъмрьтьнъ,A-,бесъмрьтьнъ,20,,euch,,,,supr_y_fixed,,vit-meth_4_removed,,162
346,даровати,V-,дароваті,10,,euch,,marianus,,supr_y_fixed,,,zogr_complete,298
347,виньнъ,A-,віньнъ,8,,euch,,,,supr_y_fixed,,,,34
348,благословити,V-,благословіті,81,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
349,богородица,Nb,богородіца,8,,euch,kiev-mis,,,supr_y_fixed,,,,38
350,оугодити,V-,оугодіті,16,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
351,благодѣть,Nb,благодѣть,71,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,306
352,щедрота,Nb,штедрота,14,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,,,50
353,начѧтиѥ,Nb,начѧтіе,3,,euch,,,,supr_y_fixed,,,,34
354,кꙑсѣлъ,A-,къісѣлъ,1,,euch,,,,,,,,2
355,вода,Nb,вода,209,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
356,кана-галилеискъ,A-,канагалілеіскъ,1,,euch,,,,,,,,2
357,бракъ,Nb,бракъ,24,,euch,,marianus,,supr_y_fixed,,,zogr_complete,298
358,авити,V-,авіті,159,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
359,оученикъ,Nb,оученікъ,483,,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,494
360,посѣтити,V-,посѣтіті,18,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
361,жилище,Nb,жіліште,26,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
362,вьсꙗкъ,A-,вьсѣкъ,250,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
363,благъ,A-,благъ,180,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
364,растворѥниѥ,Nb,раствореніе,2,,euch,,,psal-sin_sentence_removed,,,,,18
365,пити,V-,піті,116,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
366,да,G-,да,1175,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
367,неприꙗзнинъ,A-,непріѣзнінъ,12,,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,,zogr_complete,366
368,дѣтѣль,Nb,дѣтѣль,17,,euch,,,,supr_y_fixed,vit-const,vit-meth_4_removed,,226
369,славити,V-,славіті,83,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,382
370,датель,Nb,датель,4,,euch,,,,supr_y_fixed,,,,34
371,добръ,A-,добръ,277,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
372,приношениѥ,Nb,пріношеніе,4,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,,,50
373,благословлѥниѥ,Nb,благословленіе,11,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,178
374,домъ,Nb,домъ,335,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
375,храмъ,Nb,храмъ,45,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
376,съпаситель,Nb,съпасітель,10,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,,,50
377,подъ,R-,подъ,90,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
378,кровъ,Nb,кровъ,34,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
379,закьхеовъ,A-,закьхеовъ,1,,euch,,,,,,,,2
380,вънити,V-,въніті,352,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
381,прѣчистъ,A-,прѣчістъ,14,,euch,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,178
382,гласъ,Nb,гласъ,242,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
383,евангелистъ,Nb,евангелістъ,13,,euch,,,,supr_y_fixed,,,,34
384,въселѥнаꙗ,Nb,въселенаѣ,46,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
385,истина,Nb,істіна,210,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
386,проповѣдати,V-,проповѣдаті,84,,euch,,marianus,,supr_y_fixed,vit-const,,zogr_complete,362
387,сьде,Df,сьде,134,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
388,жити,V-,жіті,173,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
389,съмѣрѥнъ,A-,съмѣренъ,26,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
390,грѣшьнъ,A-,грѣшьнъ,55,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
391,приносити,V-,пріносіті,55,,euch,kiev-mis,marianus,,supr_y_fixed,vit-const,,zogr_complete,366
392,прославити,V-,прославіті,67,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
393,пакость,Nb,пакость,21,,euch,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,426
394,врѣждениѥ,Nb,врѣжденіе,1,,euch,,,,,,,,2
395,житиѥ,Nb,жітіе,115,,euch,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,490
396,авлꙗти,V-,авлѣті,35,,euch,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,490
397,даръ,Nb,даръ,115,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
398,земьнъ,A-,земьнъ,35,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,378
399,небесьнъ,A-,небесьнъ,65,,euch,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,,242
400,надъ,R-,надъ,99,,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,510
401,стадо,Nb,стадо,37,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
402,владꙑка,Nb,владъіка,120,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,506
403,вьседрьжитель,Nb,вьседрьжітель,19,,euch,,,,supr_y_fixed,vit-const,,,98
404,агньць,Nb,агньць,18,,euch,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,314
