id|old_id|lemma|annotated|lemma_for_sanity_check|match|vr_lev|vr_status|CSR|CSR_form|imperative|question|HE response|AB response to response|JW comment|lemma_id|pos|true_frequency|frequency|lemma_has_jer|jer_tokens|tokens
22|20|русьскыи|1|русьскыи|русский|0.375|||русских||||||120596|A-|307|425|true||"русьскаꙗ|руская|руское|русьскии|руска|рускаго|руским|руския|рустии|рускии|рускому|руску|рускіх|рускимъ|руских|рускиѣ|рустие|рускіѣ|рустѣмь|рускую|русьстѣи|русьскую|русьскых|русьстии|русьскыя|русьскым|русьская|русьскѣи|русьскыи|русьску|русьстѣ|русскѣи|русьскыѣ|русьскымь|русьскы|рускыѣ|русьскиѣ|русскую|русскыѣ|русскыи|рускым|русскиѣ|русскых|русскими|русскии|рꙋсьскѹю|рѹсьскꙑꙗ|сѹрьскꙑи|рѹс҃скаꙗ|рѹсьскаꙗ|рѹс҃ска|рѹс҃скꙑꙗ|рѹсьстѣи|рѹсьскꙑи|рѹсьстѣмь|рѹсьскѹ|роусьскаꙗ|рѹс҃скои|рѹсьскои|рѹсьскѹю|роускыхъ|роусьскои|роусьскымъ|роусьскыхъ|роус҃скоую|роус҃стии|роус҃скым|роус҃скыхъ|рѹс҃стѣи|рѹсьскоі|рѹс҃скѹю|рѹсскꙑхъ|русску|русстѣи|русскымъ|русстии|рускыи|рускіе|рускымъ|рустѣи|рускыя|рускою|рѹсьскѣи|рѹсьскѣ|рѹсьскую|рѹсьскꙑихъ|рѹськѹ|роускои|роускии|роускимь|рѹскые|рѹское|рѹсьстїи|рѹськыи|рѹсскомѹ|рус҃скимъ|Руськую|Руская|Рускыя|Руской|Рускую|рускія|Рускыи|Русскую|рускихъ|рустїи|русько|рускои|рускꙑя|руськую|рускиа|рускїа|русскихъ|русские|русских|рꙋстѣи|рѹсьстей|роусскыа|роусскыи|роусскаа|рꙋсски|рꙋсскаа|Роусскїа|роусскаг|Роускаа|рꙋсⸯскїи|рꙋсⸯскꙋю|рꙋсⸯстїи|рꙋсьстѣй"
23|26|тъгда|1|тъгда|тогда|0.2|||||||||120398|Df|303|345|true||"тогда|тъгда|Тъгда|т[ъ]гда|тъгъда|Тогда"
24|25|чьто|1|чьто|что|0.25|||чего||||||120440|Pi|299|356|true||"цьто|чемѹ|цето|цьтъ|чемъ|чево|что|чего|што|чимъ|чему|чьсо|чимь|чьто|чѣм|Что|Чему|чем|чемꙋ|ч҃его"
25|23|къто|1|къто|кто|0.25|||кого||||||120250|Px|293|378|true||"кто|когѡ|кого|кꙑмо|комѹ|кѣмъ|хто|комъ|кемъ|кому|ког҃|къто|комоу|комꙋ|ктѡ"
26|21|прияти|1|прияти|принять|0.2857142857|||приму||||||120750|V-|291|409|false|приимьть|"прииметь|принѧлъ|приіметь|приѧли|прїимши|прїимѹтъ|прїимете|прїимет|прїимѣтъ|прияша|приялъ|прия|пріяша|прияли|приимуть|прияти|приимъ|прими|приемше|прииму|прияхомъ|прияти::|приемъ|преиму|приимше|поресяхомъ|приими|прияла|пріимемъ|приимеши|приемшю|приятъ|прїяти|приял|прияхъ|приимшю|прияхом|приимшим|приметь|приїмете|приимете|приимши|прияста|приимем|приꙗша|приꙗ|приꙗтъ|приѧ|приꙗста|приꙗлъ|приимѣва|приꙗти|приіму|пріімше|приꙗли|приꙗхом|прияхом҃|приимьть|приꙗхъ|приꙗть|приимъши|приꙗсте|приимѣте|приимѹть|приимъше|приимъшю|прїимꙋть|прїѧ|прїими|приимет|прїиметь|прїа|прїатъ|прїимут|прїим꙽ши|прїꙗста|прїѧти|прїем꙽ши|прїим|прїѧтъ|прїѧлъ|прїѧхъ|прїимъ|прїаша|прїати|пріꙗти|прїимоуть|прїахъ|прїали|прїасте|прїат|прїалъ|прїѧша"
27|28|бити|1|бити|бить|0.25|||бью|бей|tense yer||||122889|V-|287|323|false|"бьѥть|бьетъ|бьють|бьевѣ|бьем|бьяхут|бьемъ|бьꙗхѹть|б]ьꙗхуть|бьют|бьꙗхуть|бьꙗшеть|бьхуть|бьеть|бьꙗхут|бьаше|бьахꙋ|бьєт|бьꙗхꙋ|бьꙗше|бьет|бъет|бьеш|бью|бьютъ"|"били|бьѥть|биѥть|бити|беите|биѧ|бїеши|бїѧ|бїетъ|бить|бьетъ|биющемѹ|бьють|бивше|битъ|бивши|бившемъ|бьевѣ|бившимъ|бьем|бьеми|бьяхут|бья|биша|бьемъ|бьющим|би|бивъше|би[ꙗ|бивъ|бїша|бьꙗхѹть|биите|биѥмъ|бьюче|бьюще|бьючи|б]ьꙗхуть|бьющимъ|бьют|беем|бьꙗхуть|бьꙗшеть|бьхуть|бьеть|бьꙗхут|бьєных҃|бьену|биющи|биющемъ|биюща|биющю|биѥми|биꙗ|бїенъ|бїахꙋ|бьаше|бьахꙋ|бьєт|бьꙗхꙋ|бьѧ|бьющ|бьꙗше|бито|билъ|бьет|биють|бияшѣ|Биша|бил|бив|были|бъет|бит|бьеш|биет|бью|било|бьютъ|бїи|била|беи"
28|27|врѣмя|1|врѣмя|время|0.2|||времён||||||122672|Nb|281|331|false|въремени|"времѧ|времѣни|врѣмѧ|времени|въремени|времѧнѣх|времѧна|времяна|времѧне|времене|времена|временемь|врѣм҃|врем҃|временомъ|врѣменъ|времꙗ|временемъ|время|врѣмя|временъ|време|временам|временех|времяни|временем"
29|31|дъвадесяти|1|дъвадесяти||1|||двадцати||#irrelevant_irregular_change|complex numerals dropped|||154117|Ma|277|281|true||"к҃|двадесѧт|двудесѧту|к|дватцат|20|дватцети|дватцет|дватцеть|двацети|двадесѧтїи|К|двадесѧтⸯ"
30|33|чьто|1|чьто||0.8|||||remove: same lemma, diff POS||||123254|Px|242|269|true||"что|чемь|чьѥмь|чимо|чего|цого|цеме|чемъ|чево|што|чемѹ|чимъ|чем|чьемъ|чимь|чьто|чѣмъ|чева|чем꙽|чтѡ"
31|36|половьчинъ|1|половьчинъ||0.5|||||remove: not in CSR||||133427|Nb|241|243|true|"половьць|половьчь"|"половци|половьци|половцемъ|половцем|половець|половчину|полвоьцихъ|половцих|половцѣ|половчинъ|повци|половце|половче|половчи|половьцѣ|половьче|половьце|половьць|половьчь|повцем|Половци|половцї|половчине"
32|30|мощи|1|мощи|мочь|0.5|||могу||||||120838|V-|237|300|false|можьшь|"мѡгуть|можеть|мѡжеть|мо]гѹ|можеши|могоша|могуть|моглъ|можаше|можемъ|може|мози|могу|могъ|могы|можете|могуще|могохъ|можьшь|мощи|можевѣ|могуче|мозите|можаста|мозѣте|можем|можахѹ|можахѹть|могѹ|могѹть|мога|могущю|могшю|могшим|могущаꙗ|могущи|можааше|могыи|можааху|могѹщѹѹмѹ|можахꙋ|могꙋть|могꙋ|могли|может|могох|моги|могутъ|могло|можетъ|могїи|могꙋще|мѡжете|мѡжем|могѹща|могѹщаго|мѡжетъ|могѹт|могѹще|могѹщемѹ|можеш|магли|магу|можешъ|могоущаа|могоут|мѡгыи|могꙋщемоу|мѡгꙋщоу|могоущемоу"
33|29|убити|1|убити|убить|0.2|||убью|убей|tense yer||||120463|V-|221|315|false|"оубьеть|оубьють|оубьемъ|оубью"|"ѹбиѥть|ѹбилъ|ѹбиють|ѹбити|ѹбиѥнъ|оубити|оубиша|оубьени|оубьеть|оубьенаго|оубьють|оубьенъ|оубьемъ|оубихомъ|убьенъ|оубисте|оубили|оубьеныя|уби|оуби|оубью|оубивъ|оубиите|оубивше|оубихъ|оубьену|ѡбити|оубьѥнъ|ѹбии|оубилъ|убьѥнъ|ѹбьѥна|ѹбиша|ѹбьѥнъ|ѹби|ꙋбиша|ꙋбити|ѹбивъ|оубьѥна|ѹбиенъ|ѹбьенъ|Ѹбиша|ѹбиста|ꙋби|ѹбитъ|ѹбиите|ѹбили|ꙋбили|ꙋбила|ꙋбилъ|Оубьѥн|ѹбьѥн|оубиеть|оубившаг|оубиенъ|убиите|убиению|убиѥнъ|убити|убиѥну|оубьеныхъ|оубьенʼныхъ|оубьенных|оубьвъ|оубилѣ|оубиють|оубитъ|убили|убилъ|убивъ|ѹбил|ѹбїенъ|убит|убивше"
34|37|государь|1|государь|государь|0|||государей||||||123460|Nb|207|237|false|гсдрьѧ|"гсдрю|гд҃рю|гсдрѧ|гсдрь|гсдремъ|гсдри|гсдреи|гсдрьѧ|гсдрем|государя|государю|государь|гдрю|гдрь|гдремъ|гдрѧ|гдреи|ѡгдремъ|гдрьми|гдръ|гсдря|гсдам|гд҃рь|гд҃ь|гдр҃ь|гд҃ръ|гд҃ремъ|гcд҃рь|﻿Гсдрю|Гсдрю|﻿Гсдрь"
35|43|шестьсътъ|1|шестьсътъ||1|||шестисот||remove? Not a yer/zero alternation|complex numerals dropped|||158733|Ma|197|197|true||"х҃|х"
36|35|сьрдьце|1|сьрдьце|сердце|0.2857142857|||сердец||||||123601|Nb|194|244|true|сьрдьца|"срдцы|срдцемъ|рдце|сердца|срдце|срдца|ср҃це|ср҃ца|ср҃ци|срцдю|срцде|срцдмь|срдці|срцда|срдци|срцдѧ|срцди|срд҃ци|срд҃це|срдцѧ|срдцмь|срдцемь|сьрдьца|сьрдьци|сьрдьце|ср҃дци|срд҃цьмь|сьрдьцьмь|ср҃дца|ср҃дце|ср҃дцьмь|срьдьцьмь|сьрьдьцѧ|ср҃дцѧ|срдць|срдцем|сердце|сердцу|сердцем|срдцю|серца|сердцемъ|срдъцемъ|срце"
37|34|яти|1|яти||0.6|||||#irrelevant_irregular_change||||123107|V-|179|249|false|имьть|"иметь|ꙗлъи|ꙗлъ|ѧла|ѧти|имешь|иметъ|имет|имѹтъ|мет|я|яша|емше|имуть|яли|имуче|ими|имъше|ялъ|яста|имъ|емъ|ятома|ята|яти|ѥмше|имем|имы|имевѣ|ятъ|имемъ|яла|ꙗша|имѹть|ꙗ|ꙗта|ꙗти|имъш҃|емшю|ꙗтъ|имѣте|имемь|имете|ꙗста|имъши|имыи|ѥмы|ꙗли|ꙗтомъ|имьть|имем꙽|имѹщим"
38|47|житие|1|житие|житие|0|||житий||||||125617|Nb|171|192|false|житья|"житїи|житїю|житии|житїѧ|житїе|жити|житию|житье|житья|житьи|житьѥмь|житью|житиѥ|житие|житьемь|житиꙗ|житиѥмь|житя|житіѥ|житїем|жітїе|жітїи|жітїѧ|житїа|жїтїи|житіе"
39|48|вънити|1|вънити|войти|0.5|||||#irrelevant_irregular_change|n variation ignored|||120369|V-|170|188|true|"вънидьте|вънидоша|въниде|вънидоста|вънид|въиде|вънидеть"|"вънидьте|внидемъ|внидохомъ|внити|воити|внидеть|въшедъ|вшедше|вниде|внидоша|вънидоша|въшедшю|вшедъ|вниди|внидоста|внидохом|въниде|вънидоста|вънид|въшьдъ|въиде|внидѧшеть|Вниде|внида|вшедшим|вънидеть|въниди|въшьдъши|вънити|въшьдъше|въшьдъшема|вшедʼшимъ|внидеши|вошьли|внидох|вшол|вошли|внидем|вошел|воиду|вошелъ|вошед|вшед|въшед|внидѹт|воитит|вашѡлъ|внидет|внидоут"
40|44|съказати|1|съказати|сказать|0.25|||скажу||||||121246|V-|169|196|true|"съкажемъ|съказаша"|"съка[ж]ита|сказат|скажетъ|сказать|сказати|сказають|скажемъ|сказа|сказахомъ|ска|сказающе|скажите|скажють|скажю|сказаѥть|сказахъ|скажем|скажм|сказаша|сказахом|съкажемъ|съказаша|съказаати|скаша|сказали|сказах|сказал|сказалъ|сказала|сказано|скажу|скажи|сказают|скажем꙽|сказает|скаѕали|скаѕала|скаѕал|скажет"
41|32|гривьна|1|гривьна|гривна|0.1428571429|||гривен||||||121112|Nb|166|270|true|"гривьнъ|гривьнѣ|гривьны"|"гр҃и|гривна|гри|грив|гривну|гривьнъ|гривьна|гр҃внъ|гривене|гривни|гривьнѣ|гривънѣ|гривенъ|гривны|гривнѣ|грви|грв҃нъ|грв҃нѣ|грив҃нъ|грвн҃ъ|грвн҃ѣ|гр҃внѣ|грв҃н|грив҃|гривен|гривьну|гривьны|гривьнѹ|гривнъ|гривноу|гривнѹ|гривне"
42|51|чьто|1|чьто||0.25|||||merge||||123734|Pr|160|183|true||"что|чето|цто|чемѹ|што|чего|чево|чемъ|Что|чимь|чемь|цего|цѣмь|чему|чег|чем|Што|чтѡ"
43|61|пьсати|1|пьсати|писать|0.3333333333|||пишу|||#irrelevant_irregular_change|||156573|V-|160|160|true||"писано|писанномѹ|писаномѹ|пїс|писати|пишет|псати|пишюче|пишю|пишють|пьсати|пишюще|писалъ|пишеть|писавъшю|писааше|пиша|писахꙋмъ|пьсалъ|псана|писал|пишꙋ|писанному|писанное|пишетъ|писаное|писат|пїсаше|пісано|пиши|писах|пишутъ|писала|пишеш|писать|пишит|пишешъ|пишу|Пишет|писаше|пишоут"
44|46|дьржати|1|дьржати|держать|0.2857142857|||держу||||||123024|V-|157|192|true|"дерьжит|дерьжаху|дьржаше|дьрьжа|дьржа|дрьжимъ|дръжаше"|"держить|держати|дерьжать|держишь|держит|держат|держано|держала|держать|держа|держитъ|дерьжит|дерано|дерьжати|дерати|держї|держи|держимъ|дерьжаху|держаше|держаще|держащю|держими|держалъ|дрьжѧти|дьржаше|дрьжаще|дьржаще|дьржати|дьрьжа|держаша|державша|держиши|держим|держахут|дѣржит|дѣржим|дѣржати|дьржа|дрьжимъ|дьрьжаще|доржати|держашу|держѧлъ|держащемѹ|держали|держав|державъ|держите|дръжаше"
