torot_word|pos|morph_tag|deep_cleaned|lemma_id|lemma|sentence_id|pres_before|pres_after|text_id|subtitle_id
с҃нъ|Nb|-s---ma--i|снъ|341|сꙑнъ#1|5000025|| |10|1
своӣ|Pt|3s---ma--i|своі|217|свои|5000025|| |10|1
пръвѣнець|Nb|-s---ma--i|пръвѣнець|2471|прьвѣньць|5000025|| · |10|1
и|C-|---------n|і|13|и|5000025|| |10|1
нарече|V-|3saia----i|нарече|311|нарещи|5000025|| |10|1
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ|5000025|| |10|1
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000025|| |10|1
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5000025|| ⁛ ··|10|1
ӣ|C-|---------n|і|13|и|5000026| | |10|1
наре$ч@|Ma|---------n|нареч|0|FIXME|5000026|| |10|1
имѧ|Nb|-s---na--i|імѧ|441|имѧ|5000026|| |10|1
ем$ѹ@|Pp|3s---md--i|емоу|64|и|5000026|| |10|1
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5000026|| ⁛|10|1
и҃҅сѹ|Ne|-s---md--i|ісоу|343|исоусъ|5000027| | |10|2
рождьшю|V-|-supamd-si|рождьшоу|1195|родити#1|5000027|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000027|| |10|2
въ|R-|---------n|въ|111|въ|5000027|| |10|2
віѳл҅ео̄ми|Nb|---------n|віѳлеомі|0|FIXME|5000027|| |10|2
ӣю̄деистѣмь|A-|-s---ml--i|іюдеістѣмь|1584|июдеискъ|5000027|| · |10|2
Въ|R-|---------n|въ|111|въ|5000027|| |10|2
дьні|Nb|-p---ma--i|дьні|522|дьнь|5000027|| |10|2
ӣрода|Ne|-s---mg--i|ірода|1393|иродъ|5000027|| |10|2
ц҃рѣ|Nb|-s---mg--i|црѣ|275|цѣсарь|5000027|| · |10|2
Се|Pd|---------n|се|47|сь|5000027|| |10|2
влъсві|Nb|-p---mn--i|влъсві|4590|влъхвъ|5000027|| |10|2
о̄тъ|R-|---------n|отъ|80|отъ|5000027|| |10|2
въстокь|Nb|-p---mg--i|въстокь|957|въстокъ|5000027|| · |10|2
Прідѫ|V-|3paia----i|прідѫ|221|прити|5000027|| |10|2
въ|R-|---------n|въ|111|въ|5000027|| |10|2
ӣе̄р$л@мъ|Ne|-s---ma--i|іерлмъ|714|иѥроусалимъ|5000027|||10|2
г҃лште|V-|-pppamn-si|глште|102|глаголати|5000028| | · |10|2
Кьде|Du|---------n|кьде|990|къде|5000028|| |10|2
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5000028|| |10|2
рождеӣ|V-|-supamn-wi|рождеі|1195|родити#1|5000028|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000028|| |10|2
ц҃рь|Nb|-s---mn--i|црь|275|цѣсарь|5000028|| |10|2
и҅ю̄деӣскь|A-|-s---mnpsi|іюдеіскь|1584|июдеискъ|5000028||҅ · |10|2
Видѣхомъ|V-|1paia----i|відѣхомъ|478|видѣти|5000028|| |10|2
бо|Df|---------n|бо|94|бо|5000028|| |10|2
ѕв҅ѣздѫ|Nb|-s---fa--i|звѣздѫ|1850|ѕвѣзда|5000028|| |10|2
е̄го|Pp|3s---mg--i|его|64|и|5000028|| |10|2
на|R-|---------n|на|117|на|5000028|| |10|2
вьстоцѣ|Nb|-s---ml--i|вьстоцѣ|957|въстокъ|5000028|| · |10|2
ӣ|C-|---------n|і|13|и|5000028|| |10|2
прідомъ|V-|1paia----i|прідомъ|221|прити|5000028|| |10|2
поклонітъ|V-|3spia----i|поклонітъ|1431|поклонити|5000028|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000028|| |10|2
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000028|| ·|10|2
Слъішавъ|V-|-supamn-si|слъішавъ|686|слꙑшати|5000029| | |10|2
же|Df|---------n|же|20|же|5000029|| |10|2
ӣродъ|Ne|-s---mn--i|іродъ|1393|иродъ|5000029|| |10|2
ц҃рь|Nb|-s---mn--i|црь|275|цѣсарь|5000029|| |10|2
сьмѧте|V-|3saia----i|сьмѧте|1092|съмѧсти|5000029|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000029|| · |10|2
ӣ|C-|---------n|і|13|и|5000029|| |10|2
весь|Px|-s---ma--i|весь|54|вьсь|5000029|| |10|2
ӣе̄р̄с$л@мъ|Ne|-s---ma--i|іерслмъ|714|иѥроусалимъ|5000029|| |10|2
съ|R-|---------n|съ|92|съ|5000029|| |10|2
німъ|Pp|3s---mi--i|німъ|64|и|5000029|| ·|10|2
ӣ|C-|---------n|і|13|и|5000030| | |10|2
събьравъ|V-|-supamn-si|събьравъ|233|събьрати|5000030|| |10|2
вьсѧ|Px|-p---ma--i|вьсѧ|54|вьсь|5000030|| |10|2
а̄рх̄ие̄ре̄ѩ̄|Nb|-p---ma--i|архіереѧ|940|архиереи|5000030|| |10|2
ӣ|C-|---------n|і|13|и|5000030|| |10|2
кьніжьникъі|Nb|-p---ma--i|кьніжьнікъі|925|кънижьникъ|5000030|| |10|2
людьскъіѩ̄|A-|-p---mapwi|людьскъіѧ|1690|людьскъ|5000030|| · |10|2
въпрашаа̄ше|V-|3siia----i|въпрашааше|1502|въпрашати|5000030|| |10|2
ѩ̄|Pp|3p---ma--i|ѧ|64|и|5000030|| |10|2
кьде|Du|---------n|кьде|990|къде|5000030|| |10|2
х҃ъ|Ne|-s---mn--i|хъ|305|христ(ос)ъ|5000030|| |10|2
раждае̄тъ|V-|3spia----i|раждаетъ|3212|раждати|5000030|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000030|| ·|10|2
о̄ни|Pd|-p---mn--i|оні|83|онъ|5000031| | |10|2
же|Df|---------n|же|20|же|5000031|| |10|2
рѣшѧ|V-|3paia----i|рѣшѧ|106|рещи|5000031|| |10|2
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000031|| · |10|2
въ|R-|---------n|въ|111|въ|5000031|| |10|2
віѳлео̄ми|Nb|3saia----i|віѳлеомі|0|FIXME|5000031|| |10|2
ӣю̄деӣстѣӣ|A-|-s---fdpwi|іюдеістѣі|1584|июдеискъ|5000031|| · |10|2
Тако|Df|---------n|тако|48|тако|5000031|| |10|2
бо|Df|---------n|бо|94|бо|5000031|| |10|2
пісано|V-|-suppnn-si|пісано|32|пьсати|5000031|| |10|2
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5000031|| ·|10|2
ӣ|C-|---------n|і|13|и|5000032| | |10|2
тъі|Pp|2s---mn--i|тъі|304|тꙑ|5000032|| |10|2
віѳлее̄ме|V-|-s---mv--i|віѳлееме|0|FIXME|5000032|| |10|2
зем$л@е|Nb|-s---fg--i|земле|210|землꙗ|5000032|| |10|2
ӣю̄дова|A-|3saia----i|іюдова|2439|июдовъ|5000032|| · |10|2
Нічімъ|V-|1ppma----i|нічімъ|0|FIXME|5000032|| |10|2
же|Df|---------n|же|20|же|5000032|| |10|2
меньші|V-|-s---mncwi|меньші|0|FIXME|5000032|| |10|2
е̄сі|V-|2spia----i|есі|18|бꙑти|5000032|| |10|2
вь|R-|---------n|вь|111|въ|5000032|| |10|2
в҃лдкахъ|Nb|-p---fl--i|влдкахъ|402|владꙑка|5000032|| |10|2
ӣю̄довахъ|V-|-p---flpsi|іюдовахъ|0|FIXME|5000032|| · |10|2
и҅с|Ne|-s---mn--i|іс|343|исоусъ|5000032|| |10|2
тебе|Pp|2s---mg--i|тебе|304|тꙑ|5000032|| |10|2
бо|Df|---------n|бо|94|бо|5000032|| |10|2
ӣзідетъ|V-|3spia----i|ізідетъ|681|изити|5000032|| |10|2
вождъ|Nb|-s---mn--i|вождъ|1449|вождь|5000032|| · |10|2
ꙇ̄же|Pr|-s---mn--i|іже|96|иже|5000032|| |10|2
ѹ̄пасетъ|V-|3spia----i|оупасетъ|3266|оупасти|5000032|| |10|2
люді|Nb|-p---ma--i|люді|563|людиѥ|5000032|| |10|2
своѩ̄|Pt|3p---ma--i|своѧ|217|свои|5000032|| |10|2
и҃҅лѣ|Ne|-s---mg--i|ілѣ|312|издраиль|5000032|| ·|10|2
Тогда|Df|---------n|тогда|670|тъгда|5000033| | |10|2
ӣродъ|Ne|-s---mn--i|іродъ|1393|иродъ|5000033|| |10|2
таӣ|Df|---------n|таі|3138|таи|5000033|| |10|2
призьвавъ|V-|-supamn-si|прізьвавъ|597|призъвати|5000033|| |10|2
вльх̄въи|Nb|-p---mi--i|вльхвъі|4590|влъхвъ|5000033|| · |10|2
ӣсп҅ъіта|V-|3saia----i|іспъіта|1127|испꙑтати|5000033|| |10|2
ѡ$т@|R-|---------n|от|80|отъ|5000033|| |10|2
ніхъ|Pp|3p---ml--i|ніхъ|64|и|5000033|| · |10|2
врѣмѧ|Nb|-s---nn--i|врѣмѧ|268|врѣмѧ|5000033|| |10|2
ѣ̄вльшѧѩ̄|A-|-s---fgcwi|ѣвльшѧѧ|0|FIXME|5000033|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000033|| |10|2
ѕв̄ѣздъі|Nb|-p---fn--i|звѣздъі|1850|ѕвѣзда|5000033|| ·|10|2
Ӣ|C-|---------n|і|13|и|5000034| | |10|2
посьлавь|V-|-supamn-si|посьлавь|63|посълати|5000034|| |10|2
ѩ̄|Pp|3p---ma--i|ѧ|64|и|5000034|| |10|2
въ|R-|---------n|въ|111|въ|5000034|| |10|2
віѳлео̄мъ|Nb|-p---md--i|віѳлеомъ|0|FIXME|5000034|| · |10|2
рече|V-|3saia----i|рече|106|рещи|5000034|| · |10|2
шедьше|V-|-pupamn-si|шедьше|668|ити|5000034|| |10|2
ӣспъітаӣте|V-|2ppma----i|іспъітаіте|1127|испꙑтати|5000034|| |10|2
ӣзвѣстъно|A-|-s---nnpsi|ізвѣстъно|2973|извѣстьнъ|5000034|| |10|2
о̄|R-|---------n|о|1|о|5000034|| |10|2
о̄трочѧті|Nb|--pna----i|отрочѧті|1546|отрочѧ|5000034|| · |10|2
ӣ|C-|---------n|і|13|и|5000034|| |10|2
е̄гд̄а|Dq|---------n|егда|300|ѥгда|5000034|| |10|2
о̄брѧштете|V-|2ppia----i|обрѧштете|225|обрѣсти|5000034|| · |10|2
вьзвѣстите|V-|2ppma----i|вьзвѣстіте|1022|възвѣстити|5000034|| |10|2
мі|Pp|1s---md--i|мі|439|азъ|5000034|| · |10|2
да|G-|---------n|да|366|да|5000034|| |10|2
ӣ|Df|---------n|і|91|и|5000034|| |10|2
а̄зь|Pp|1s---mn--i|азь|439|азъ|5000034|| |10|2
шедъ|V-|-supamn-si|шедъ|668|ити|5000034|| |10|2
поклонѭ|V-|1spia----i|поклонѭ|1431|поклонити|5000034|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000034|| |10|2
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000034|| ·|10|2
О҅ни|Pd|-p---mn--i|оні|83|онъ|5000035| | |10|2
же|Df|---------n|же|20|же|5000035|| |10|2
послѹшавъше|V-|-pupamn-si|послоушавъше|1005|послоушати|5000035|| |10|2
ц҃рѣ|Nb|-s---mg--i|црѣ|275|цѣсарь|5000035|| |10|2
ӣдѫ|V-|3paia----i|ідѫ|668|ити|5000035|| · |10|2
Ӣ|C-|---------n|і|13|и|5000035|| |10|2
се|I-|---------n|се|419|се|5000035|| |10|2
ѕвѣзда|Nb|-s---fn--i|звѣзда|1850|ѕвѣзда|5000035|| |10|2
ѭ̄же|Pr|-s---fa--i|ѭже|96|иже|5000035|| |10|2
відѣшѧ|V-|3paia----i|відѣшѧ|478|видѣти|5000035|| |10|2
на|R-|---------n|на|117|на|5000035|| |10|2
вьстоцѣ|Nb|-s---ml--i|вьстоцѣ|957|въстокъ|5000035|| · |10|2
ӣдѣа̄ше|V-|3siia----i|ідѣаше|668|ити|5000035|| |10|2
прѣдь|R-|---------n|прѣдь|492|прѣдъ|5000035|| |10|2
німі|Pp|3p---mi--i|німі|64|и|5000035|| · |10|2
доӣдеже|G-|---------n|доідеже|3003|доидеже|5000035|| |10|2
прішедші|V-|-supafn-si|прішедші|221|прити|5000035|| |10|2
ста|V-|3saia----i|ста|1270|стати|5000035|| |10|2
връхѹ|R-|---------n|връхоу|1664|врьхоу|5000035|| · |10|2
ӣдеже|Dq|---------n|ідеже|795|идеже|5000035|| |10|2
бѣ|V-|3siia----i|бѣ|18|бꙑти|5000035|| |10|2
о̄трочѧ|Nb|-s---nn--i|отрочѧ|1546|отрочѧ|5000035|| ·|10|2
Видѣвъше|V-|-pupamn-si|відѣвъше|478|видѣти|5000036| | |10|2
же|Df|---------n|же|20|же|5000036|| |10|2
ѕвѣздѫ|Nb|-s---fa--i|звѣздѫ|1850|ѕвѣзда|5000036|| · |10|2
възд̄радоваше|V-|3siia----i|въздрадоваше|2339|въздрадовати|5000036|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000036|| |10|2
радостіѭ̆|Nb|-s---fi--i|радостіѭ|1328|радость|5000036|| |10|2
радостіѭ̆|Nb|-s---fi--i|радостіѭ|1328|радость|5000036|| |10|2
веліе҅ѭ̄|A-|-s---fipsi|веліеѭ|921|велии|5000036|| |10|2
ѕѣло|Df|---------n|зѣло|37|ѕѣло|5000036|| ·|10|2
Ӣ|C-|---------n|і|13|и|5000037| | |10|2
въшедъше|V-|-pupamn-si|въшедъше|380|вънити|5000037|| |10|2
въ|R-|---------n|въ|111|въ|5000037|| |10|2
храмінѫ|Nb|-s---fa--i|храмінѫ|909|храмина|5000037|| · |10|2
(в)ӣдѣшѧ|V-|3paia----i|відѣшѧ|478|видѣти|5000037|| |10|2
о̄тр̄очѩ|Nb|-s---na--i|отрочѧ|1546|отрочѧ|5000037|| |10|2
съ|R-|---------n|съ|92|съ|5000037|| |10|2
маріе̄ѭ̆|Ne|-s---fi--i|маріеѭ|660|мариꙗ|5000037|| · |10|2
м҃триѭ|Nb|-s---fi--i|мтріѭ|0|FIXME|5000037|| |10|2
е̄го|Pp|3s---mg--i|его|64|и|5000037|| · |10|2
ӣ|C-|---------n|і|13|и|5000037|| |10|2
падъше|V-|-pupamn-si|падъше|456|пасти#1|5000037|| |10|2
поклонішѧ|V-|3paia----i|поклонішѧ|1431|поклонити|5000037|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000037|| |10|2
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000037|| · |10|2
ӣ|C-|---------n|і|13|и|5000037|| |10|2
о̄тв̄ръзьше̄|V-|-pupamn-si|отвръзьше|863|отврѣсти|5000037|| |10|2
сък҅ровіща|Nb|-p---na--i|съкровішта|794|съкровище|5000037|| |10|2
своѣ̄|Pt|3p---na--i|своѣ|217|свои|5000037|| · |10|2
Прінѣсѩ|V-|3paia----i|прінѣсѧ|534|принести|5000037|| |10|2
е҅мѹ|Pp|3s---md--i|емоу|64|и|5000037|| |10|2
даръи|Nb|-p---ma--i|даръі|397|даръ|5000037|| · |10|2
зл$а@то|Nb|-s---na--i|злато|1120|злато|5000037|| |10|2
ӣ|C-|---------n|і|13|и|5000037|| |10|2
ливанъ|V-|-suppmn-si|ліванъ|0|FIXME|5000037|| |10|2
ӣ|C-|---------n|і|13|и|5000037|| |10|2
зм҅ѵрн̄ѫ|Nb|-s---fa--i|змурнѫ|3691|змѵрна|5000037|| ·|10|2
ӣ|C-|---------n|і|13|и|5000038| | |10|2
о̄тъвѣтъ|Nb|-s---ma--i|отъвѣтъ|254|отъвѣтъ|5000038|| |10|2
пріе̄мъше|V-|-pupamn-si|пріемъше|165|приѩти|5000038|| |10|2
въ|R-|---------n|въ|111|въ|5000038|| |10|2
сьнѣ|Nb|-s---ml--i|сьнѣ|1974|сънъ|5000038|| · |10|2
не|Df|---------n|не|8|не|5000038|| |10|2
възвратішѧ|V-|3paia----i|възвратішѧ|966|възвратити|5000038|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000038|| |10|2
кь|R-|---------n|кь|59|къ|5000038|| |10|2
ӣродѹ|Ne|-s---md--i|іродоу|1393|иродъ|5000038|| · |10|2
Нъ|C-|---------n|нъ|11|нъ|5000038|| |10|2
и҅нѣмъ|Px|-p---md--i|інѣмъ|259|инъ|5000038|| |10|2
пѫтемъ|Nb|-p---md--i|пѫтемъ|675|пѫть|5000038|| · |10|2
о̄̄ті̄д̄ѫ|V-|3paia----i|отідѫ|432|отити|5000038|| |10|2
въ|R-|---------n|въ|111|въ|5000038|| |10|2
стр̄анѫ|Nb|-s---fa--i|странѫ|1006|страна|5000038|| |10|2
своѭ̄|Pt|3s---fa--i|своѭ|217|свои|5000038|| ⁛ ·· —|10|2
О҅шедъшемъ|V-|-pupamd-si|ошедъшемъ|432|отити|5000039| | |10|2
влъ҅хво̄мъ|Nb|-p---md--i|влъхвомъ|4590|влъхвъ|5000039|| · |10|2
Се|I-|---------n|се|419|се|5000039|| |10|2
а҃̄нꙉлъ|Nb|-s---mn--i|англъ|159|ангелъ|5000039|| |10|2
г҃нь|A-|-s---mnpsi|гнь|1671|господьнь|5000039|| |10|2
ѣ̄ви|V-|3saia----i|ѣві|358|авити|5000039|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000039|| |10|2
въ|R-|---------n|въ|111|въ|5000039|| |10|2
сънѣ|Nb|-s---ml--i|сънѣ|1974|сънъ|5000039|| · |10|2
ӣо̄сӣфѹ|Ne|-s---md--i|іосіфоу|1389|иосифъ|5000039|| |10|2
г҃лѧ|V-|-sppamn-si|глѧ|102|глаголати|5000039|| · |10|2
въставъ|V-|-supamn-si|въставъ|972|въстати|5000039|| |10|2
поӣми|V-|2spma----i|поімі|731|поѩти|5000039|| |10|2
о̄трочѧ|Nb|-s---na--i|отрочѧ|1546|отрочѧ|5000039|| |10|2
ӣ|C-|---------n|і|13|и|5000039|| |10|2
м҃трь|Nb|-s---fa--i|мтрь|1167|мати|5000039|| |10|2
е̄го|Pp|3s---mg--i|его|64|и|5000039|| · |10|2
Ӣ|C-|---------n|і|13|и|5000039|| |10|2
бѣжи|V-|2spma----i|бѣжі|1021|бѣжати|5000039|| |10|2
въ|R-|---------n|въ|111|въ|5000039|| |10|2
е̄ꙉѵ̄пе̄тъ|Nb|-s---mn--i|егупетъ|3770|егѵпьтъ|5000039|| · |10|2
Ӣ|C-|---------n|і|13|и|5000039|| |10|2
бѫди|V-|3spma----i|бѫді|18|бꙑти|5000039|| |10|2
тѹ|Df|---------n|тоу|177|тоу|5000039|| |10|2
доӣде̄же|G-|---------n|доідеже|3003|доидеже|5000039|| |10|2
рекѫ|V-|1spia----i|рекѫ|106|рещи|5000039|| |10|2
ті|Pp|2s---md--i|ті|304|тꙑ|5000039|| · |10|2
Хощетъ|V-|3spia----i|хоштетъ|301|хотѣти|5000039|| |10|2
бо|Df|---------n|бо|94|бо|5000039|| |10|2
ӣродъ|Ne|-s---mn--i|іродъ|1393|иродъ|5000039|| |10|2
ӣск̄аті|V-|--pna----i|іскаті|114|искати|5000039|| |10|2
о̄трочѩте|Nb|-s---ng--i|отрочѧте|1546|отрочѧ|5000039|| · |10|2
да|G-|---------n|да|366|да|5000039|| |10|2
погѹбітъ|V-|3spia----i|погоубітъ|1161|погоубити|5000039|| |10|2
е̄|Pp|---------n|е|64|и|5000039|| ·|10|2
О̄шедъшем|V-|-supamd-si|ошедъшем|432|отити|5000040| | ⁛ —|10|2
О̄нъ|Pd|-s---mn--i|онъ|83|онъ|5000041| | |10|2
же|Df|---------n|же|20|же|5000041|| |10|2
въставъ|V-|-supamn-si|въставъ|972|въстати|5000041|| |10|2
поѩтъ|V-|3saia----i|поѧтъ|731|поѩти|5000041|| |10|2
о̄трочѧ|Nb|-s---na--i|отрочѧ|1546|отрочѧ|5000041|| |10|2
и|C-|---------n|і|13|и|5000041|| |10|2
м$т@ръ|V-|-s---ma--i|мтръ|0|FIXME|5000041|| |10|2
е̄го|Pp|3s---mg--i|его|64|и|5000041|| |10|2
нощиѭ̄|Nb|-s---fi--i|ноштіѭ|1289|нощь|5000041|| · |10|2
ӣ|C-|---------n|і|13|и|5000041|| |10|2
о̄тіде|V-|3saia----i|отіде|432|отити|5000041|| |10|2
въ|R-|---------n|въ|111|въ|5000041|| |10|2
е̄ꙉѵпетъ|Nb|-s---mn--i|егупетъ|3770|егѵпьтъ|5000041|| ·|10|2
й|C-|---------n|і|13|и|5000042| | |10|2
бѣ|V-|3siia----i|бѣ|18|бꙑти|5000042|| |10|2
тѹ|Df|---------n|тоу|177|тоу|5000042|| |10|2
до|R-|---------n|до|187|до|5000042|| |10|2
ѹм̄р̄ъ̄тв̄иѣ̄|Nb|-s---ng--i|оумрътвіѣ|6714|оумрьтвиѥ|5000042|| |10|2
ӣродова|A-|-s---ngpsi|іродова|1400|иродовъ|5000042|| · |10|2
Да|G-|---------n|да|366|да|5000042|| |10|2
събѫдетъ|V-|3spia----i|събѫдетъ|977|събꙑти|5000042|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000042|| |10|2
реченое̄|V-|-suppnn-wi|реченое|106|рещи|5000042|| |10|2
о$т@|R-|---------n|от|80|отъ|5000042|| |10|2
г҃а|Nb|-s---mg--i|га|342|господь|5000042|| |10|2
п҃рркмъ|Nb|-p---md--i|прркмъ|0|FIXME|5000042|| |10|2
г҃лщемъ|V-|-pppamd-si|глштемъ|102|глаголати|5000042|| · |10|2
Ѡ$т@|R-|---------n|от|80|отъ|5000042|| |10|2
е̄ꙉѵпт̄а|Ne|-s---mg--i|егупта|313|егѵпьтъ|5000042|| |10|2
възъвахъ|V-|1saia----i|възъвахъ|2069|възъвати|5000042|| |10|2
с҃нъ|Nb|-s---mn--i|снъ|341|сꙑнъ#1|5000042|| |10|2
моӣ|Ps|1s---mn--i|моі|446|мои|5000042|| ·|10|2
Тогда|Df|---------n|тогда|670|тъгда|5000043| | |10|2
и҅родъ|Ne|-s---mn--i|іродъ|1393|иродъ|5000043|| |10|2
відѣвъ|V-|-supamn-si|відѣвъ|478|видѣти|5000043|| |10|2
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5000043|| |10|2
порѫганъ|V-|-suppmn-si|порѫганъ|1988|порѫгати|5000043|| |10|2
бъи$с@|V-|3saia----i|бъіс|18|бꙑти|5000043|| |10|2
о̄тъ|R-|---------n|отъ|80|отъ|5000043|| |10|2
влъ̄хвъ|Nb|-s---mn--i|влъхвъ|4590|влъхвъ|5000043|| · |10|2
Ӣзби|V-|3saia----i|ізбі|1721|избити|5000043|| |10|2
вс̄ѧ|Px|-p---ma--i|всѧ|54|вьсь|5000043|| |10|2
о̄трокъи|Nb|-p---ma--i|отрокъі|946|отрокъ|5000043|| |10|2
сѫщѧѩ̄|V-|-pppama-wi|сѫштѧѧ|18|бꙑти|5000043|| |10|2
въ|R-|---------n|въ|111|въ|5000043|| |10|2
виѳлее҅м̄и|Ne|-s---fl--i|віѳлеемі|6663|виѳлеемь|5000043|| · |10|2
ӣ|C-|---------n|і|13|и|5000043|| |10|2
въ|R-|---------n|въ|111|въ|5000043|| |10|2
вс҅ѣхъ|Px|-p---nl--i|всѣхъ|54|вьсь|5000043|| |10|2
прѣдѣлѣхъ|Nb|-p---nl--i|прѣдѣлѣхъ|1025|прѣдѣлъ|5000043|| |10|2
е҅̄ѩ|Pp|3s---fg--i|еѧ|64|и|5000043||҅ · |10|2
ѡ̄̄тъ|R-|---------n|отъ|80|отъ|5000043|| |10|2
дво̄ю̄|Ma|-d---ng--i|двою|230|дъва|5000043|| |10|2
лѣтѹ|Nb|-d---ng--i|лѣтоу|50|лѣто|5000043|| |10|2
ӣ|C-|---------n|і|13|и|5000043|| |10|2
ниже|Df|-------c-i|ніже|2377|низъ|5000043|| · |10|2
по|R-|---------n|по|77|по|5000043|| |10|2
лѣтѹ|Nb|-s---nd--i|лѣтоу|50|лѣто|5000043|| |10|2
е̄же|Pr|-s---na--i|еже|96|иже|5000043|| |10|2
ӣ̄спъита|V-|3saia----i|іспъіта|1127|испꙑтати|5000043|| |10|2
о҅тъ|R-|---------n|отъ|80|отъ|5000043|| |10|2
вл̄ъ̄хв̄ъ|Nb|-s---mn--i|влъхвъ|4590|влъхвъ|5000043|| ·|10|2
Тогд҅а|Df|---------n|тогда|670|тъгда|5000044| | |10|2
събъи$с@|Ne|-s---mn--i|събъіс|0|FIXME|5000044|| |10|2
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000044|| |10|2
реченое̄|V-|-suppnn-wi|реченое|106|рещи|5000044|| · |10|2
ӣе̄ремие̄мь|Ne|-s---mi--i|іереміемь|7112|иеремиꙗ|5000044|| |10|2
п҃рркмъ|Nb|-s---mi--i|прркмъ|0|FIXME|5000044|| |10|2
